user_id,avg_response_time,total_requests,total_bytes,error_count,success_rate
user_1219,293.025,6,489214,3.0,50.0
user_1220,277.0933333333333,3,372244,1.0,66.67
user_1221,145.98499999999999,2,6664,0.0,100.0
user_1222,319.6166666666667,3,234534,2.0,33.33
user_1223,226.99777777777777,9,545730,1.0,88.89
user_1224,154.91333333333333,3,384685,1.0,66.67
user_1225,413.2,1,2365,1.0,0.0
user_1226,463.47333333333336,3,19708,0.0,100.0
user_1227,403.1433333333334,3,8257,2.0,33.33
user_1228,192.01999999999998,4,429508,0.0,100.0
user_1229,167.48499999999999,4,297448,0.0,100.0
user_1230,638.53,2,9892,0.0,100.0
user_1231,450.03,2,9559,0.0,100.0
user_1232,185.00666666666666,3,368260,1.0,66.67
user_1233,1180.68,1,3088,1.0,0.0
user_1234,287.15,2,7167,0.0,100.0
user_1235,129.7625,4,756093,0.0,100.0
user_1236,229.97000000000003,5,467684,0.0,100.0
user_1238,568.27,5,25641,0.0,100.0
user_1239,324.675,2,5611,0.0,100.0
user_1240,4120.915,4,25961,0.0,100.0
user_1241,264.0975,4,219319,2.0,50.0
user_1242,88.31,2,203796,1.0,50.0
user_1243,98.89,1,2386,1.0,0.0
user_1244,226.209,10,811369,2.0,80.0
user_1245,662.33,1,7359,0.0,100.0
user_1246,278.55333333333334,3,15035,0.0,100.0
user_1247,86.73333333333333,3,814968,0.0,100.0
user_1248,3759.23,2,15595,1.0,50.0
user_1249,453.9166666666667,3,12653,1.0,66.67
user_1251,257.0133333333333,3,13785,2.0,33.33
user_1252,146.43,6,275759,0.0,100.0
user_1253,1042.696,5,361849,2.0,60.0
user_1254,118.775,2,356073,1.0,50.0
user_1255,186.54999999999998,6,629352,1.0,83.33
user_1256,3826.24,2,1363,2.0,0.0
user_1257,162.845,2,14034,0.0,100.0
user_1258,292.78000000000003,3,367069,1.0,66.67
user_1259,728.14,1,7358,0.0,100.0
user_1260,29.22,1,497998,0.0,100.0
user_1261,225.34333333333333,3,9958,1.0,66.67
user_1262,163.34750000000003,4,13570,0.0,100.0
user_1263,395.634,5,712070,2.0,60.0
user_1264,234.65666666666667,3,54405,0.0,100.0
user_1265,326.24249999999995,4,10892,1.0,75.0
user_1266,1177.5066666666667,3,11777,0.0,100.0
user_1267,54.69,2,160728,1.0,50.0
user_1268,860.96,3,8564,0.0,100.0
user_1269,299.11666666666673,3,15232,0.0,100.0
user_1270,290.3066666666667,3,9402,1.0,66.67
user_1271,375.73,2,7695,0.0,100.0
user_1272,195.408,5,311680,2.0,60.0
user_1273,178.94500000000002,2,397778,1.0,50.0
user_1274,52.56333333333333,3,689244,0.0,100.0
user_1275,342.4475,4,11173,1.0,75.0
user_1276,285.255,6,96604,3.0,50.0
user_1277,77.67,1,148170,0.0,100.0
user_1278,240.4575,4,13576,2.0,50.0
user_1279,435.95666666666665,3,7160,2.0,33.33
user_1280,365.7911111111111,9,266173,2.0,77.78
user_1281,70.92,1,6245,0.0,100.0
user_1282,325.855,2,67131,1.0,50.0
user_1283,2494.6766666666667,3,16985,0.0,100.0
user_1284,320.13,3,17158,1.0,66.67
user_1285,259.78499999999997,2,66894,1.0,50.0
user_1286,2163.693333333333,3,428370,0.0,100.0
user_1287,229.4,2,847,1.0,50.0
user_1288,460.2133333333333,3,15693,0.0,100.0
user_1289,214.72000000000003,2,13981,0.0,100.0
user_1290,177.77,1,6880,0.0,100.0
user_1291,175.6875,4,188710,0.0,100.0
user_1292,689.0583333333334,6,14414,4.0,33.33
user_1293,251.02999999999997,6,24366,1.0,83.33
user_1294,305.3566666666667,3,16567,1.0,66.67
user_1295,242.77999999999997,2,210428,1.0,50.0
user_1296,80.19333333333333,3,424878,2.0,33.33
user_1297,186.37,5,120390,0.0,100.0
user_1298,144.9933333333333,6,948130,1.0,83.33
user_1299,45.66,1,8755,0.0,100.0
user_1300,389.24,1,5211,0.0,100.0
user_1301,478.555,4,411255,1.0,75.0
user_1302,247.61333333333334,3,358068,0.0,100.0
user_1303,306.22,5,286258,2.0,60.0
user_1304,365.5366666666667,3,8651,1.0,66.67
user_1305,187.51999999999998,2,9233,1.0,50.0
user_1306,1715.6133333333335,3,10640,1.0,66.67
user_1307,257.5025,4,9323,1.0,75.0
user_1308,273.25428571428574,7,917497,2.0,71.43
user_1309,2800.6925,4,430298,1.0,75.0
user_1310,813.57,1,4905,0.0,100.0
user_1311,266.77,3,171133,1.0,66.67
user_1312,389.005,4,16421,0.0,100.0
user_1313,240.42000000000002,2,6617,1.0,50.0
user_1314,361.694,5,484212,0.0,100.0
user_1315,408.096,5,25805,1.0,80.0
user_1316,197.14000000000001,6,117659,0.0,100.0
user_1317,673.5725,4,23491,1.0,75.0
user_1318,337.1725,4,228315,1.0,75.0
user_1319,582.22,2,8428,1.0,50.0
user_1320,473.6,2,8136,0.0,100.0
user_1321,554.13,2,7330,0.0,100.0
user_1322,338.03000000000003,4,25864,1.0,75.0
user_1323,250.305,4,300934,3.0,25.0
user_1324,338.178,5,355798,0.0,100.0
user_1325,240.08666666666667,3,423909,1.0,66.67
user_1326,1578.8328571428574,7,867691,1.0,85.71
user_1327,446.26,3,124283,0.0,100.0
user_1328,14.68,1,302751,0.0,100.0
user_1329,132.35,2,225057,1.0,50.0
user_1330,313.88666666666666,3,11679,1.0,66.67
user_1331,481.17499999999995,4,14614,0.0,100.0
user_1332,210.06799999999998,5,326708,1.0,80.0
user_1333,5538.838000000001,5,639492,4.0,20.0
user_1334,3266.055,2,4162,2.0,0.0
user_1335,184.875,2,7652,0.0,100.0
user_1336,170.65,1,6255,0.0,100.0
user_1337,254.0825,4,22813,0.0,100.0
user_1338,290.428,5,351146,1.0,80.0
user_1339,4451.775,2,11459,0.0,100.0
user_1340,268.53000000000003,5,18815,0.0,100.0
user_1341,166.1575,4,48107,0.0,100.0
user_1342,230.17000000000002,4,17418,1.0,75.0
user_1343,270.22,3,16173,0.0,100.0
user_1344,156.714,5,144928,0.0,100.0
user_1345,235.96666666666667,3,14136,0.0,100.0
user_1346,151.90666666666667,6,593890,2.0,66.67
user_1347,314.425,4,13646,1.0,75.0
user_1348,244.97,4,10640,0.0,100.0
user_1349,212.68666666666664,3,8205,0.0,100.0
user_1351,379.3233333333333,3,126516,0.0,100.0
user_1352,824.1474999999999,4,381670,1.0,75.0
user_1353,353.92249999999996,4,26112,3.0,25.0
user_1354,708.375,2,11826,0.0,100.0
user_1355,552.2166666666667,3,404477,1.0,66.67
user_1356,634.5999999999999,2,4319,0.0,100.0
user_1357,135.92333333333335,3,172266,0.0,100.0
user_1358,139.20333333333335,3,554535,1.0,66.67
user_1359,177.08333333333334,3,361075,1.0,66.67
user_1360,328.45,3,10280,0.0,100.0
user_1361,156.94333333333333,3,54720,0.0,100.0
user_1362,532.8025,8,272991,3.0,62.5
user_1363,306.8625,4,16086,0.0,100.0
user_1364,396.3385714285714,7,640986,1.0,85.71
user_1365,634.24,2,8690,0.0,100.0
user_1366,325.915,2,7262,0.0,100.0
user_1367,1229.4766666666667,3,5356,2.0,33.33
user_1368,220.96833333333333,6,24841,1.0,83.33
user_1369,220.96428571428572,7,846559,3.0,57.14
user_1370,320.21666666666664,3,143492,2.0,33.33
user_1371,684.6333333333333,3,19962,0.0,100.0
user_1372,197.76999999999998,3,347304,2.0,33.33
user_1373,302.21,3,162067,1.0,66.67
user_1374,248.36666666666667,3,8053,1.0,66.67
user_1375,334.17571428571426,7,682887,1.0,85.71
user_1376,331.985,2,12892,0.0,100.0
user_1377,3226.22,2,9165,0.0,100.0
user_1378,873.115,4,6559,0.0,100.0
user_1379,563.0616666666666,6,78958,2.0,66.67
user_1380,223.51857142857142,7,36057,1.0,85.71
user_1381,103.03800000000001,5,911096,0.0,100.0
user_1382,509.5275,4,418620,1.0,75.0
user_1383,394.36,2,6753,1.0,50.0
user_1384,195.67333333333332,3,412915,1.0,66.67
user_1385,202.36,2,7076,0.0,100.0
user_1386,231.14499999999998,2,9430,0.0,100.0
user_1387,637.125,2,6488,0.0,100.0
user_1388,114.04,1,4375,0.0,100.0
user_1389,127.44800000000001,5,386305,0.0,100.0
user_1390,605.3100000000001,2,11494,0.0,100.0
user_1391,145.275,2,7828,0.0,100.0
user_1392,610.626,5,15642,0.0,100.0
user_1393,145.35,5,437608,1.0,80.0
user_1394,696.74,1,5616,0.0,100.0
user_1395,215.055,2,2988,1.0,50.0
user_1396,225.4033333333333,3,15329,1.0,66.67
user_1397,294.5671428571428,7,959264,2.0,71.43
user_1398,181.36333333333334,3,10415,2.0,33.33
user_1399,175.35750000000002,4,380843,2.0,50.0
user_1400,18.59,2,483260,0.0,100.0
user_1401,453.31,4,88478,0.0,100.0
user_1402,2317.93,3,7574,1.0,66.67
user_1403,510.5133333333333,3,45947,0.0,100.0
user_1404,100.59,4,632059,0.0,100.0
user_1405,114.88,2,11281,0.0,100.0
user_1406,512.2333333333333,3,14797,1.0,66.67
user_1407,360.7114285714286,7,455980,3.0,57.14
user_1408,280.366,5,15703,3.0,40.0
user_1409,678.67,3,8325,1.0,66.67
user_1410,297.13666666666666,3,14688,1.0,66.67
user_1411,468.0833333333333,3,304299,0.0,100.0
user_1412,271.79333333333335,3,14337,0.0,100.0
user_1413,87.78999999999999,2,72936,2.0,0.0
user_1414,289.668,5,457914,1.0,80.0
user_1415,469.635,2,13357,0.0,100.0
user_1416,583.51,2,4514,1.0,50.0
user_1417,352.77666666666664,3,334616,0.0,100.0
user_1418,82.245,2,6831,0.0,100.0
user_1419,195.1,2,160411,1.0,50.0
user_1420,219.37999999999997,3,13747,0.0,100.0
user_1421,299.87333333333333,3,8157,1.0,66.67
user_1422,241.1425,4,14572,1.0,75.0
user_1423,309.73999999999995,5,16893,1.0,80.0
user_1424,149.42000000000002,5,500483,1.0,80.0
user_1425,319.015,2,10476,0.0,100.0
user_1426,45.1275,4,1119425,0.0,100.0
user_1427,525.08,2,326856,0.0,100.0
user_1428,151.48000000000002,2,4552,0.0,100.0
user_1429,279.0733333333333,3,5196,1.0,66.67
user_1430,338.34000000000003,4,270656,3.0,25.0
user_1431,45.839999999999996,2,538971,0.0,100.0
user_1432,309.89166666666665,6,19349,1.0,83.33
user_1433,323.846,5,22547,0.0,100.0
user_1434,271.9866666666667,3,14335,1.0,66.67
user_1435,367.70666666666665,3,8153,1.0,66.67
user_1436,406.205,2,231989,0.0,100.0
user_1437,500.6366666666666,3,17006,0.0,100.0
user_1438,29.98,1,424894,0.0,100.0
user_1439,296.64,2,4784,1.0,50.0
user_1440,224.11333333333334,3,17432,1.0,66.67
user_1441,201.57999999999998,2,12425,0.0,100.0
user_1442,224.58666666666667,3,9472,0.0,100.0
user_1443,270.66333333333336,3,15635,0.0,100.0
user_1444,163.96,1,6184,0.0,100.0
user_1445,190.57666666666668,3,114296,1.0,66.67
user_1446,216.55666666666664,3,11450,2.0,33.33
user_1448,131.4475,4,428878,2.0,50.0
user_1450,246.07000000000002,2,155578,0.0,100.0
user_1451,365.96000000000004,2,7064,0.0,100.0
user_1452,285.21,1,4794,0.0,100.0
user_1453,602.222857142857,7,33156,2.0,71.43
user_1454,225.29000000000002,2,223704,0.0,100.0
user_1455,443.33666666666664,3,13835,1.0,66.67
user_1456,281.97666666666663,3,310488,1.0,66.67
user_1457,188.53666666666666,6,298546,1.0,83.33
user_1458,553.9525,4,18150,0.0,100.0
user_1459,148.2475,4,18507,0.0,100.0
user_1460,67.95,2,423238,0.0,100.0
user_1461,315.94,1,3100,1.0,0.0
user_1462,282.3225,4,943404,3.0,25.0
user_1463,362.53,1,864,0.0,100.0
user_1464,344.67,1,1338,0.0,100.0
user_1465,166.135,4,385545,0.0,100.0
user_1466,247.32,4,15991,1.0,75.0
user_1467,496.026,5,18737,0.0,100.0
user_1468,344.81666666666666,3,7501,0.0,100.0
user_1469,117.76666666666667,3,419285,1.0,66.67
user_1470,210.465,2,7243,1.0,50.0
user_1471,1010.815,2,2480,0.0,100.0
user_1472,341.54285714285714,7,599165,2.0,71.43
user_1473,632.82,1,6461,0.0,100.0
user_1474,189.4775,4,617283,0.0,100.0
user_1475,196.98,4,13220,0.0,100.0
user_1476,97.05499999999999,2,347225,0.0,100.0
user_1477,522.145,2,10138,0.0,100.0
user_1478,241.1016666666667,6,306878,3.0,50.0
user_1479,922.7,1,2430,0.0,100.0
user_1480,680.43,3,9925,1.0,66.67
user_1483,408.26,2,4858,0.0,100.0
user_1484,137.33666666666667,3,677156,1.0,66.67
user_1485,1106.35,2,8964,0.0,100.0
user_1486,350.565,4,442354,1.0,75.0
user_1487,343.56,3,5628,1.0,66.67
user_1488,1720.39,5,47483,2.0,60.0
user_1489,220.515,2,7236,1.0,50.0
user_1490,460.31800000000004,5,14273,1.0,80.0
user_1491,179.108,5,210287,0.0,100.0
user_1493,696.83,6,24800,2.0,66.67
user_1494,474.97,1,1169,1.0,0.0
user_1495,928.95,1,7210,0.0,100.0
user_1496,270.945,2,15628,0.0,100.0
user_1497,437.9483333333333,6,682377,1.0,83.33
user_1498,301.66875,8,27899,3.0,62.5
user_1499,316.815,4,12810,3.0,25.0
user_1500,1334.5724999999998,4,7372,2.0,50.0
user_1501,368.856,5,23256,3.0,40.0
user_1502,168.098,5,115026,1.0,80.0
user_1503,29.36,1,106899,0.0,100.0
user_1504,289.54,1,2146,0.0,100.0
user_1505,329.83,1,4086,0.0,100.0
user_1506,75.00999999999999,2,417586,0.0,100.0
user_1507,787.0133333333333,6,57821,2.0,66.67
user_1508,401.845,4,19330,0.0,100.0
user_1509,1880.7649999999999,4,222092,1.0,75.0
user_1510,289.11,1,1495,1.0,0.0
user_1511,235.72600000000003,5,604192,2.0,60.0
user_1512,269.78333333333336,3,7228,1.0,66.67
user_1513,228.6875,4,17001,1.0,75.0
user_1514,307.8375,4,51851,1.0,75.0
user_1515,644.88,3,9276,1.0,66.67
user_1516,328.49333333333334,3,15943,0.0,100.0
user_1517,705.118,5,284624,1.0,80.0
user_1518,223.35714285714286,7,27902,2.0,71.43
user_1519,194.73200000000003,5,621445,0.0,100.0
user_1520,518.83,2,7129,1.0,50.0
user_1521,630.095,2,9352,0.0,100.0
user_1522,466.85249999999996,4,20363,0.0,100.0
user_1523,410.50333333333333,3,351576,0.0,100.0
user_1524,208.775,2,285261,0.0,100.0
user_1525,83.735,2,10044,0.0,100.0
user_1526,366.71000000000004,6,218772,1.0,83.33
user_1527,162.79333333333335,3,380835,0.0,100.0
user_1528,194.56,1,6432,0.0,100.0
user_1529,90.25,1,8164,0.0,100.0
user_1530,99.11,1,1054,0.0,100.0
user_1532,184.552,5,410026,3.0,40.0
user_1533,293.37,4,320584,0.0,100.0
user_1534,359.29749999999996,12,318446,3.0,75.0
user_1535,337.7366666666667,3,34950,1.0,66.67
user_1537,432.4440000000001,5,5228,3.0,40.0
user_1538,220.29000000000002,4,519004,0.0,100.0
user_1539,490.6475,4,11738,1.0,75.0
user_1540,654.715,2,7691,2.0,0.0
user_1541,32.3,1,330460,0.0,100.0
user_1542,103.45666666666666,3,431780,2.0,33.33
user_1543,763.78,1,5607,0.0,100.0
user_1544,455.588,5,9425,3.0,40.0
user_1545,226.255,6,649216,0.0,100.0
user_1546,209.06142857142854,7,403711,0.0,100.0
user_1547,147.27333333333334,3,75648,0.0,100.0
user_1548,536.7166666666667,3,12361,1.0,66.67
user_1549,294.76,2,10392,0.0,100.0
user_1550,273.406,5,13133,3.0,40.0
user_1551,325.715,4,9380,1.0,75.0
user_1552,407.685,2,357343,1.0,50.0
user_1553,76.13,2,347188,0.0,100.0
user_1554,134.518,5,59482,2.0,60.0
user_1555,140.1,3,97890,0.0,100.0
user_1556,349.5125,4,20586,0.0,100.0
user_1557,547.89,2,7822,1.0,50.0
user_1558,242.51999999999998,4,19186,1.0,75.0
user_1559,275.8825,4,406837,1.0,75.0
user_1560,306.88,1,6969,0.0,100.0
user_1561,581.195,2,11483,1.0,50.0
user_1562,257.28000000000003,4,12340,1.0,75.0
user_1563,274.98333333333335,6,734730,5.0,16.67
user_1564,76.92333333333333,3,249771,0.0,100.0
user_1565,1265.0159999999998,5,650455,1.0,80.0
user_1566,136.035,4,804390,0.0,100.0
user_1567,163.71,3,250784,0.0,100.0
user_1568,525.838,5,176524,2.0,60.0
user_1569,486.98249999999996,4,30699,0.0,100.0
user_1570,196.52499999999998,2,73707,1.0,50.0
user_1571,164.7,2,4471,0.0,100.0
user_1572,164.03,2,11889,0.0,100.0
user_1573,4687.123333333334,3,333859,2.0,33.33
user_1574,283.70500000000004,2,8912,0.0,100.0
user_1575,287.34000000000003,7,29064,0.0,100.0
user_1576,163.18333333333334,3,16100,0.0,100.0
user_1577,1098.0600000000002,5,515955,1.0,80.0
user_1578,193.72666666666666,3,364554,1.0,66.67
user_1579,2771.72,3,753161,1.0,66.67
user_1580,329.635,6,658964,1.0,83.33
user_1581,375.14000000000004,3,8862,1.0,66.67
user_1582,456.0016666666667,6,196317,2.0,66.67
user_1584,49.27,1,288761,0.0,100.0
user_1585,213.4125,4,249650,1.0,75.0
user_1586,149.37166666666667,6,368530,1.0,83.33
user_1587,463.21500000000003,4,15602,1.0,75.0
user_1588,1535.7916666666667,6,410253,3.0,50.0
user_1589,155.065,4,799944,2.0,50.0
user_1590,275.925,2,10131,0.0,100.0
user_1591,147.08666666666667,3,17755,1.0,66.67
user_1592,185.9225,4,469347,3.0,25.0
user_1593,221.50333333333333,3,12468,0.0,100.0
user_1594,1036.9466666666667,3,7004,1.0,66.67
user_1595,422.98749999999995,4,13877,0.0,100.0
user_1596,275.065,2,1383,2.0,0.0
user_1597,521.2133333333334,3,10909,0.0,100.0
user_1598,824.595,4,97489,1.0,75.0
user_1599,317.32000000000005,2,36594,1.0,50.0
user_1600,195.152,5,274498,3.0,40.0
user_1601,201.26999999999998,2,46574,0.0,100.0
user_1602,170.48,3,17400,0.0,100.0
user_1603,203.91000000000003,4,103645,0.0,100.0
user_1604,248.72,3,145672,1.0,66.67
user_1606,184.5625,4,256701,1.0,75.0
user_1608,682.64,1,2975,0.0,100.0
user_1609,242.51999999999998,2,324473,1.0,50.0
user_1611,139.71333333333334,3,393523,2.0,33.33
user_1612,304.996,5,186570,1.0,80.0
user_1613,348.62600000000003,5,270355,0.0,100.0
user_1614,812.0025,4,22629,0.0,100.0
user_1615,500.765,4,13716,1.0,75.0
user_1616,375.97333333333336,3,271210,1.0,66.67
user_1617,364.44666666666666,3,149942,0.0,100.0
user_1618,480.68,6,261401,1.0,83.33
user_1619,142.52333333333334,3,8180,1.0,66.67
user_1620,135.1275,4,288787,3.0,25.0
user_1621,282.37666666666667,3,7125,0.0,100.0
user_1622,141.345,2,12545,0.0,100.0
user_1623,186.595,2,457393,1.0,50.0
user_1624,263.26000000000005,3,796766,0.0,100.0
user_1625,4036.765,2,2164,1.0,50.0
user_1626,313.11625000000004,8,30494,2.0,75.0
user_1627,1443.494,5,420960,2.0,60.0
user_1628,190.975,2,5844,2.0,0.0
user_1629,233.18,1,2938,0.0,100.0
user_1630,689.015,2,11263,0.0,100.0
user_1631,958.8336363636364,11,301709,3.0,72.73
user_1632,135.0,5,465236,1.0,80.0
user_1633,622.78,3,16887,0.0,100.0
user_1634,208.475,2,459114,0.0,100.0
user_1635,240.35,2,10701,0.0,100.0
user_1636,199.79,4,17681,1.0,75.0
user_1637,1496.591666666667,6,480846,2.0,66.67
user_1638,1534.21,4,217304,1.0,75.0
user_1639,341.36,1,2588,0.0,100.0
user_1640,442.18666666666667,3,14672,0.0,100.0
user_1641,169.705,2,504605,0.0,100.0
user_1642,189.42600000000002,5,628336,0.0,100.0
user_1643,305.645,6,21097,1.0,83.33
user_1644,228.04,2,3021,1.0,50.0
user_1645,311.966,5,310477,1.0,80.0
user_1646,342.01,1,5462,0.0,100.0
user_1647,840.175,4,11344,2.0,50.0
user_1648,289.7975,4,447248,0.0,100.0
user_1649,118.6,5,344363,3.0,40.0
user_1650,172.04,2,8750,0.0,100.0
user_1651,1313.0520000000001,5,18024,2.0,60.0
user_1652,390.6366666666666,3,16237,0.0,100.0
user_1653,308.1,3,438640,0.0,100.0
user_1654,415.88,4,348681,0.0,100.0
user_1655,178.498,5,496004,1.0,80.0
user_1657,230.26,3,12724,0.0,100.0
user_1658,358.2966666666666,3,12548,0.0,100.0
user_1659,305.135,6,32705,1.0,83.33
user_1660,276.57,2,14420,0.0,100.0
user_1661,107.24000000000001,3,443692,1.0,66.67
user_1662,189.58333333333334,3,6074,1.0,66.67
user_1663,137.91,4,390329,2.0,50.0
user_1664,157.11,1,3955,0.0,100.0
user_1665,443.22249999999997,4,20842,1.0,75.0
user_1666,245.6575,4,9967,1.0,75.0
user_1667,383.1133333333334,6,75229,1.0,83.33
user_1668,71.765,4,884862,0.0,100.0
user_1670,431.3833333333334,3,342927,1.0,66.67
user_1671,3254.2799999999997,2,510501,1.0,50.0
user_1672,173.8075,4,15114,1.0,75.0
user_1673,314.82,5,454157,1.0,80.0
user_1674,417.64750000000004,4,20419,0.0,100.0
user_1676,285.15,4,261923,2.0,50.0
user_1677,194.25333333333333,3,10951,0.0,100.0
user_1678,68.53,1,2906,0.0,100.0
user_1679,193.75,2,320005,1.0,50.0
user_1680,622.4599999999999,2,8731,0.0,100.0
user_1681,402.605,6,215262,1.0,83.33
user_1682,342.495,4,495857,0.0,100.0
user_1683,1593.3166666666666,3,5565,2.0,33.33
user_1684,106.33875,8,667026,4.0,50.0
user_1685,229.356,5,331434,4.0,20.0
user_1686,378.35,1,766,0.0,100.0
user_1687,314.814,5,428481,3.0,40.0
user_1688,264.3775,4,11428,1.0,75.0
user_1689,224.35,3,244019,0.0,100.0
user_1690,253.52666666666667,6,28303,0.0,100.0
user_1691,410.32000000000005,2,511619,0.0,100.0
user_1692,335.59,1,7799,0.0,100.0
user_1694,329.76,1,1067,0.0,100.0
user_1695,1334.4833333333333,6,49213,2.0,66.67
user_1697,209.28,1,2502,0.0,100.0
user_1698,301.476,5,517328,1.0,80.0
user_1699,169.15833333333333,6,8561,2.0,66.67
user_1700,273.606,5,45451,1.0,80.0
user_1701,243.065,4,22856,0.0,100.0
user_1702,205.55,4,817691,1.0,75.0
user_1703,189.9975,4,196503,1.0,75.0
user_1704,304.41999999999996,5,223201,2.0,60.0
user_1705,219.054,5,20167,2.0,60.0
user_1706,42.03,1,229395,0.0,100.0
user_1707,247.5,1,1404,1.0,0.0
user_1708,525.78,2,415520,0.0,100.0
user_1709,168.5,4,12896,1.0,75.0
user_1710,313.985,4,10762,2.0,50.0
user_1711,296.4766666666667,3,15689,2.0,33.33
user_1712,147.23,1,785,1.0,0.0
user_1713,786.5224999999999,4,12172,1.0,75.0
user_1714,628.235,2,11310,0.0,100.0
user_1715,104.64,3,177088,0.0,100.0
user_1716,2795.15,2,4986,1.0,50.0
user_1717,277.375,2,12406,0.0,100.0
user_1718,1538.616,5,9191,2.0,60.0
user_1719,96.11500000000001,2,447626,0.0,100.0
user_1720,478.21000000000004,3,14615,0.0,100.0
user_1721,249.87,4,25237,1.0,75.0
user_1723,202.29500000000002,2,11237,1.0,50.0
user_1724,320.54333333333335,3,8749,1.0,66.67
user_1725,91.625,2,137856,0.0,100.0
user_1726,233.29,3,17176,1.0,66.67
user_1727,499.3725,4,9589,2.0,50.0
user_1728,89.47,1,6465,0.0,100.0
user_1729,210.76,4,15234,0.0,100.0
user_1730,440.39500000000004,4,19839,0.0,100.0
user_1731,59.96,1,459868,0.0,100.0
user_1732,201.84,2,10411,1.0,50.0
user_1733,399.50333333333333,3,12285,0.0,100.0
user_1734,338.48249999999996,4,51019,0.0,100.0
user_1735,211.32,1,5761,0.0,100.0
user_1736,176.54857142857142,7,222739,2.0,71.43
user_1737,192.2328571428571,7,237177,2.0,71.43
user_1738,217.76666666666665,3,17800,0.0,100.0
user_1739,239.61,2,9716,0.0,100.0
user_1740,137.455,2,3375,0.0,100.0
user_1741,138.92333333333332,3,17164,0.0,100.0
user_1742,358.82,3,13396,0.0,100.0
user_1743,175.04,4,16590,2.0,50.0
user_1744,287.7675,4,13459,0.0,100.0
user_1745,247.805,4,469913,3.0,25.0
user_1747,224.45,2,3269,0.0,100.0
user_1748,2678.2766666666666,3,14424,1.0,66.67
user_1749,371.34,1,966,1.0,0.0
user_1750,152.91500000000002,4,88505,2.0,50.0
user_1751,118.17,1,631,0.0,100.0
user_1752,122.9125,4,243214,0.0,100.0
user_1753,2852.9733333333334,3,85064,0.0,100.0
user_1754,239.44000000000003,6,1000693,3.0,50.0
user_1755,1848.4524999999999,4,15234,1.0,75.0
user_1756,52.22,1,4020,0.0,100.0
user_1757,296.23,3,14008,0.0,100.0
user_1759,52.25,1,3662,0.0,100.0
user_1760,258.94124999999997,8,531237,3.0,62.5
user_1761,553.3633333333333,3,7368,1.0,66.67
user_1762,136.575,4,392980,1.0,75.0
user_1763,326.2725,4,14246,1.0,75.0
user_1764,241.02999999999997,3,8833,1.0,66.67
user_1765,1971.845,2,2208,2.0,0.0
user_1766,1714.0633333333333,6,281846,2.0,66.67
user_1767,247.16,2,7944,1.0,50.0
user_1768,321.125,2,415647,0.0,100.0
user_1769,437.2366666666667,3,6058,0.0,100.0
user_1770,320.5375,4,12462,0.0,100.0
user_1771,92.77333333333333,3,348471,2.0,33.33
user_1772,284.84000000000003,7,93886,2.0,71.43
user_1773,269.79,6,21046,2.0,66.67
user_1774,324.71666666666664,6,405548,2.0,66.67
user_1775,413.14,2,89412,0.0,100.0
user_1776,294.085,6,341364,1.0,83.33
user_1777,329.68,3,10270,0.0,100.0
user_1778,238.35,3,17755,1.0,66.67
user_1779,181.24333333333334,3,222427,1.0,66.67
user_1780,274.915,4,14292,1.0,75.0
user_1781,1392.565,2,7230,1.0,50.0
user_1782,270.7475,4,299490,0.0,100.0
user_1783,138.4925,4,15477,0.0,100.0
user_1784,152.1725,4,846991,4.0,0.0
user_1785,175.455,4,14722,1.0,75.0
user_1786,961.035,2,6961,1.0,50.0
user_1787,1087.68,4,384191,2.0,50.0
user_1788,391.9325,4,304369,1.0,75.0
user_1789,147.89666666666668,3,13317,0.0,100.0
user_1790,228.82666666666668,3,467956,1.0,66.67
user_1791,588.688,5,18462,2.0,60.0
user_1792,219.4875,4,14066,1.0,75.0
user_1793,1563.93,6,19199,1.0,83.33
user_1794,321.804,5,16411,2.0,60.0
user_1795,125.24,1,6239,1.0,0.0
user_1796,1054.2366666666667,3,461756,0.0,100.0
user_1797,2827.57,2,2581,1.0,50.0
user_1798,256.6425,4,14564,1.0,75.0
user_1799,392.8033333333333,3,11451,2.0,33.33
user_1800,114.6,2,297283,1.0,50.0
user_1801,170.47333333333333,3,10393,2.0,33.33
user_1802,215.06,2,12180,0.0,100.0
user_1803,271.01,2,11254,0.0,100.0
user_1804,2168.21,3,2804,1.0,66.67
user_1805,217.724,5,451487,1.0,80.0
user_1806,159.27,3,261742,0.0,100.0
user_1807,131.40333333333334,3,8666,0.0,100.0
user_1808,394.9119999999999,5,13473,0.0,100.0
user_1809,314.905,2,3932,1.0,50.0
user_1810,232.68,1,2409,0.0,100.0
user_1812,342.2957142857143,7,265586,1.0,85.71
user_1813,167.5475,4,865065,2.0,50.0
user_1814,323.74,2,5560,2.0,0.0
user_1815,240.8275,4,17141,0.0,100.0
user_1816,346.88545454545454,11,716792,4.0,63.64
user_1817,661.65,2,15687,1.0,50.0
user_1819,229.10999999999999,3,9061,0.0,100.0
user_1820,264.82,2,2372,0.0,100.0
user_1821,257.065,2,4119,0.0,100.0
user_1822,295.17,4,15931,1.0,75.0
user_1823,270.4066666666667,3,17460,0.0,100.0
user_1824,673.71,3,461691,0.0,100.0
user_1825,280.22,2,9095,1.0,50.0
user_1826,177.45,4,196735,0.0,100.0
user_1827,440.56,3,4224,0.0,100.0
user_1828,216.10000000000002,3,10921,1.0,66.67
